站点编号	站点	网页链接	站点数	联系方式站点类型	站点名称（logo）/账号名称（Facebook）	联系方式类型	手机	固话	邮箱	联系人	职位	公司名称（抓取）	地址（抓取）	标签（Facebook）	粉丝数（Facebook）	企业名称（工商）	统一码（工商）	法人姓名（工商）	一级行业分类（工商）	二级行业分类（工商）	注册地址-省（工商）	注册地址-市（工商）	注册地址-区（工商）	注册地址（工商）	注册资本（工商）	成立时间（工商）	备案官网（工商）	优先级
138	cyrusher.fr	https://cyrusher.fr/pages/contact-us	1	官方网站	Cyrusher France	固话	""	2378261	""	""	""	""	"""Avenue Lavoisier, Massieux, France""；Fuyong St., Fuyong E-CoolBuilding No.9, Room 211Shenzhen, GuangdongPRC 518103"	运动休闲	1113	""	""	""	""	""	""	""	""	""	""	""	""	22
11	binbok.com	https://binbok.com/pages/contact-us	1	官方网站	BINBOK	邮箱	""	""	contact@binbok.com	""	""	Hai Lu Zhi Xin(Shen Zhen)Co.,Ltd；	China · 广东 · 深圳；No. 27 Dafa Rd, Dafapu Community, Longgang Dist, Shenzhen	电子游戏	249	""	""	""	""	""	""	""	""	""	""	""	""	14
80	babaroni.de	https://www.facebook.com/babaronide/?locale=fa_IR	1	Facebook	Babaroni.de	邮箱	""	""	service@babaroni.de	""	""	""	""	服装（品牌）	"""4,630"""	""	""	""	""	""	""	""	""	""	""	""	""	12
204	www.novostella.uk	https://www.facebook.com/novostella.fans/	1	Facebook	Novostella	邮箱	""	""	support@novostella.net	""	""	""	""	电子产品	1万	""	""	""	""	""	""	""	""	""	""	""	""	12
242	shop.myearfun.com	https://www.facebook.com/EarFunAudio/	1	Facebook	EarFun	邮箱	""	""	service@myearfun.com	""	""	""	""	电子产品	4.7万	""	""	""	""	""	""	""	""	""	""	""	""	12
7	cigadesign.com	https://cigadesign.com/pages/event	1	官方网站	cigadesign.official	邮箱	""	""	support@cigadesign.com	""	""	""	"""43F Building A, West Wing of Tanglang Plaza, Liuxian Avenue, Nanshan Distrct 518071 深圳市，广东省"""	珠宝/手表	1400	""	""	""	""	""	""	""	""	""	""	""	""	14
21	www.funwhole.com	https://www.facebook.com/FUNWHOLE/	1	Facebook	FUNWHOLE	固话	""	86-02031211834	""	""	""	""	""	游戏/玩具	1.8万	""	""	""	""	""	""	""	""	""	""	""	""	20
235	amalgamcollection.cn	https://amalgamcollection.cn/pages/terms-of-service	1	官方网站	China | Amalgam Collection	邮箱	""	""	sales@amalgamcollection.com	""	""	""	"""The Power House, Romney Avenue, Bristol, United Kingdom"""	收藏品商店	2.5 万	""	""	""	""	""	""	""	""	""	""	""	""	14
178	www.suprent-us.com	""	1	工商匹配	""	邮箱	""	""	support@8-oranges.com	""	""	""	""	""	""	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	16
157	jeemak.com	https://jeemak.com/pages/contact-us	1	官方网站	Jeemak	手机	86-16570864749	""	""	""	""	Hongkong Toguard Electronics Co., Ltd.；	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6
54	reinkstone.com	https://www.facebook.com/ReinkstoneOfficial/；https://reinkstone.com/pages/contact-us	2	官方网站；Facebook	Reinkstone；Reinkstone	邮箱	""	""	hello@reinkstone.com	""	""	""	"""502, BLDG F, Huafeng International Robot Industrial Park, Bao'an Dist., China · 广东 · 深圳"""	品牌	"""1,580"""	""	""	""	""	""	""	""	""	""	""	""	""	12
98	https://oakiron.tech/	https://oakiron.tech/pages/about-us	1	官方网站	OAK & IRON Tech	邮箱	""	""	marketing@oakiron.tech	""	""	""	"""National CT, Roslyn, NY, United States, New York"""	汽车、飞机与船只	195	""	""	""	""	""	""	""	""	""	""	""	""	14
212	www.vertu.cn	https://www.facebook.com/Vertu/	1	Facebook	Vertu	邮箱	""	""	official.service@vertu.com	""	""	""	"""10th 25 St Thomas Street, Winchester, Hampshire, United Kingdom, Alton, United Kingdom"""	公司	22 万	""	""	""	""	""	""	""	""	""	""	""	""	12
5	extremerate.com	https://extremerate.com/pages/contact	1	官方网站	eXtremeRate Retail	邮箱	""	""	retail@extremerate.com	""	""	""	""	电子游戏	2.3万	""	""	""	""	""	""	""	""	""	""	""	""	14
19	www.gamingcobra.com	https://www.facebook.com/page.gamingcobra/?locale=zh_CN	1	Facebook	GamingCobra	固话	""	86-075582727920	""	""	""	中山市世运网络科技有限公司	广东省中山市东升镇通贸工业大道（西）港宝路1号C栋5楼1卡	电子游戏	3.4万	""	""	""	""	""	""	""	""	""	""	""	""	20
113	clottech.com	https://clottech.com/pages/contact-us	1	官方网站	clottech	邮箱	""	""	support2@wesmartclothing.com	""	""	""	""	服装（品牌）	514	""	""	""	""	""	""	""	""	""	""	""	""	14
72	jonxifon.com	https://www.facebook.com/jonxifon/；https://jonxifon.com/pages/contact-us	2	官方网站；Facebook	JonxiFon ；logo	邮箱	""	""	support@jonxifon.com	""	""	滁州凯尔福电子商务有限公司	""	礼品店	"""4,777"""	滁州凯尔福电子商务有限公司	91341124MA2TEP9GX5	曹伟枫	批发和零售业	零售业	安徽省	滁州市	全椒县	安徽省滁州市全椒县襄河镇椒陵大道168号颐高新天地乐淘城电商展示中心202号商铺	10.0	2019-01-23	""	12
243	cn-dottydungarees.glopalstore.com	https://www.facebook.com/dottydungareesltd/；https://cn-dottydungarees.glopalstore.com/policies/terms-of-service	2	官方网站；Facebook	多蒂工装裤有限公司；	邮箱	""	""	alice@dottydungarees.com	""	""	""	""	服装（品牌）	1.5 万	""	""	""	""	""	""	""	""	""	""	""	""	12
192	orzgk.com	https://www.facebook.com/OrzGK/	1	Facebook	OrzGK	邮箱	""	""	info@orzgk.com	""	""	""	""	玩具店	4243	""	""	""	""	""	""	""	""	""	""	""	""	12
26	iqibla.com	https://iqibla.com/pages/about-us；https://www.facebook.com/iqiblaofficial/	2	官方网站；Facebook	Iqibla ；iQIBLA	固话	""	86-075526569880	""	""	""	""	深圳市南山区大石一路深圳国际创新谷三期8号楼A座19层	产品/服务	14万	""	""	""	""	""	""	""	""	""	""	""	""	20
168	yatonarcade.com	https://yatonarcade.com/policies/terms-of-service；https://www.facebook.com/p/YATON-Arcade-Parts-100063478274932/	2	官方网站；Facebook	YATON ARCADE LTD；YATON Arcade Parts	邮箱	""	""	jamesyaoplus@gmail.com	""	""	""	""	电子游戏	1658	""	""	""	""	""	""	""	""	""	""	""	""	12
213	www.cicinia.com	https://www.facebook.com/CiciniaBrand/	1	Facebook	Cicinia v	邮箱	""	""	service@cicinia.com	""	""	""	""	服装（品牌）	"""1,170"""	""	""	""	""	""	""	""	""	""	""	""	""	12
177	victoriasmoon.co.uk	https://victoriasmoon.co.uk/pages/about-size	1	官方网站	VictoriasMoon.co.uk	邮箱	""	""	sales@victoriasmoon.co.uk	""	""	""	"""Stratton, United Kingdom"""	零售购物	1046	""	""	""	""	""	""	""	""	""	""	""	""	14
138	cyrusher.fr	https://www.facebook.com/cyrusherfrance	1	Facebook	Cyrusher France	邮箱	""	""	mathilde@cyrusher.com	""	""	""	"""Avenue Lavoisier, Massieux, France""；Fuyong St., Fuyong E-CoolBuilding No.9, Room 211Shenzhen, GuangdongPRC 518103"	运动休闲	1113	""	""	""	""	""	""	""	""	""	""	""	""	12
185	cosyhum.com	https://cosyhum.com/pages/contact-us；https://www.facebook.com/cosyhum	2	官方网站；Facebook	COSYHUM；Cosyhum	邮箱	""	""	support@cosyhum.com	""	""	""	""	服装（品牌）	2465	""	""	""	""	""	""	""	""	""	""	""	""	12
190	kitchoria.com	https://www.facebook.com/profile.php?id=100066758983130；https://kitchoria.com/pages/contact-us	2	官方网站；Facebook	Kitchoria Eco Shop；kitchoria Eco Shop	邮箱	""	""	support@kitchoria.com	""	""	""	""	零售购物	140	""	""	""	""	""	""	""	""	""	""	""	""	12
54	reinkstone.com	https://reinkstone.com/pages/contact-us	1	官方网站	Reinkstone	邮箱	""	""	sales@reinkstone.com	""	""	""	"""502, BLDG F, Huafeng International Robot Industrial Park, Bao'an Dist., China · 广东 · 深圳"""	品牌	"""1,580"""	""	""	""	""	""	""	""	""	""	""	""	""	14
138	cyrusher.fr	https://www.facebook.com/cyrusherfrance	1	Facebook	Cyrusher France	固话	""	033428770980	""	""	""	""	"""Avenue Lavoisier, Massieux, France""；Fuyong St., Fuyong E-CoolBuilding No.9, Room 211Shenzhen, GuangdongPRC 518103"	运动休闲	1113	""	""	""	""	""	""	""	""	""	""	""	""	20
170	vatidgroup.com	https://www.facebook.com/Vatidgroup	1	Facebook	Vatid	手机	15107678111	""	""	""	""	""	"""Downtown Fullerton, CA, United States, California"""	户外与体育用品公司	40	""	""	""	""	""	""	""	""	""	""	""	""	4
11	binbok.com	https://www.facebook.com/binbokmarketing/	1	Facebook	BINBOK Marketing	手机	86-15361834338	""	""	""	""	Hai Lu Zhi Xin(Shen Zhen)Co.,Ltd；	China · 广东 · 深圳；No. 27 Dafa Rd, Dafapu Community, Longgang Dist, Shenzhen	电子游戏	249	""	""	""	""	""	""	""	""	""	""	""	""	4
159	natiddy.com	https://www.facebook.com/NaTiddyOfficial	1	Facebook	NaTiddyofficial	手机	15107678111	""	""	""	""	""	""	泳池清洗工具	7	""	""	""	""	""	""	""	""	""	""	""	""	4
178	www.suprent-us.com	""	1	工商匹配	""	手机	86-18122349055	""	""	法人	卢	""	""	""	""	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	1
46	www.acmejoy.de	https://www.facebook.com/p/Acmejoy-studio-100065779230101/	1	Facebook	Acmejoy studio	邮箱	""	""	liz20210629jl@gmail.com	""	""	""	114 梅尔里奇路，克兰伯里，新泽西州 08512	零售购物	41	""	""	""	""	""	""	""	""	""	""	""	""	12
263	cn.trooplondon.com	https://www.facebook.com/Trooplondon/	1	Facebook	Troop London	邮箱	""	""	sales@trooplondon.com	""	""	""	""	行李箱包	"""9,969"""	""	""	""	""	""	""	""	""	""	""	""	""	12
21	www.funwhole.com	https://www.facebook.com/FUNWHOLE/	1	Facebook	FUNWHOLE	邮箱	""	""	service@funwhole.com	""	""	""	""	游戏/玩具	1.8万	""	""	""	""	""	""	""	""	""	""	""	""	12
2	nevstudio.com	https://nevstudio.com/pages/contact-us	1	官方网站	nevstudio	手机	18005171608	""	""	""	""	深圳市帝迩科技有限公司	""	服装	4.6万	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	6
229	gosixmoon.com	https://gosixmoon.com/pages/contactez-nous；https://www.facebook.com/profile.php?id=100083601452506&paipv=0&eav=AfZQkoS9MRb1fSKP_PZAO7dEBXGD2q05fUeQUpDtghYjJ4-bQ-MvuEvri1QBFlP7tXI	2	官方网站；Facebook	gosixmoon；Gosixmoon	邮箱	""	""	service@gosixmoon.com	""	""	""	"""Liujiayuan Village, Zhuhai Sub-district Office, Huangdao District, Qingdao, Shandong, China"""	家居用品	923	""	""	""	""	""	""	""	""	""	""	""	""	12
140	cheerdots.com	https://cheerdots.com/pages/about-us；https://www.facebook.com/CheerDots2022/	2	官方网站；Facebook	CheerDots；Cheerdots	邮箱	""	""	support@cheerdots.com	""	""	""	""	电子产品店	529	""	""	""	""	""	""	""	""	""	""	""	""	12
178	www.suprent-us.com	""	1	工商匹配	""	邮箱	""	""	229778382@qq.com	""	""	""	""	""	""	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	16
262	it.freyara.com	https://www.facebook.com/freyarabeauty/	1	Facebook	FREYARA	邮箱	""	""	service@freyara.com	""	""	""	""	美容、美妆与个人护理	10 万	""	""	""	""	""	""	""	""	""	""	""	""	12
231	babaroni.co.uk	https://babaroni.co.uk/pages/about-us；https://www.facebook.com/BABARONIUK/	2	官方网站；Facebook	Babaroni.co.uk ；BABARONI UK	邮箱	""	""	service@babaroni.co.uk	""	""	""	Room 1510, Unit 2, Floor 12, Building 4, Courtyard 11, Shuangying Road, Chaoyang District, Beijing；	服装（品牌）	1.2 万	""	""	""	""	""	""	""	""	""	""	""	""	12
167	stunncal.com	https://www.facebook.com/stunncal/	1	Facebook	Stunncal	邮箱	""	""	service@stunncal.com	""	""	""	"""3005 Aurora Ave, Boulder, CO, United States, Colorado"""	女装店	5491	""	""	""	""	""	""	""	""	""	""	""	""	12
119	myfunleader.com	https://www.facebook.com/myfunleader	1	Facebook	Funleader	手机	86-13822296633	""	""	""	""	广州东花棋贸易有限公司	""	相机/照片	1万	""	""	""	""	""	""	""	""	""	""	""	""	4
76	levoite.com	https://www.facebook.com/levoitetools/；https://levoite.com/pages/contact-us	2	官方网站；Facebook	levoite；Levoite Woodworking Tools	固话	""	085265191643	""	""	""	Pujiang Yueshun Trading Co., Ltd.；	""	零售购物	484	""	""	""	""	""	""	""	""	""	""	""	""	20
108	tagry.store	https://tagry.store/pages/contact-us	1	官方网站	TAGRY	邮箱	""	""	service@tagry.store	""	""	""	""	零售公司	2269万	""	""	""	""	""	""	""	""	""	""	""	""	14
125	gracelook.com	https://www.facebook.com/p/GraceLook-100063772165828/	1	Facebook	GraceLook	邮箱	""	""	support@gracelook.com	""	""	""	""	礼品店	3285	""	""	""	""	""	""	""	""	""	""	""	""	12
102	nerocycle.com	https://nerocycle.com/pages/contact-us	1	官方网站	Nero Cycle	手机	14244197734	""	""	""	""	""	"""San Francisco, CA, United States, California"""	户外与体育用品公司	27	""	""	""	""	""	""	""	""	""	""	""	""	6
210	vounot.de	https://www.facebook.com/vounot	1	Facebook	Vounot.fr	邮箱	""	""	info@vounotco.com	""	""	""	"""1 rue de la sablonnière, Caen, France"""	兴趣	167	""	""	""	""	""	""	""	""	""	""	""	""	12
13	www.easyacc.com	https://www.facebook.com/EasyAcc.official/	1	Facebook	EasyAcc	邮箱	""	""	support@easyacc.com	""	""	""	""	电子产品	12万	""	""	""	""	""	""	""	""	""	""	""	""	12
258	de.sinocare.com	https://www.facebook.com/SinocareOfficial/	1	Facebook	Sinocare	邮箱	""	""	help@sinocare.com	""	""	""	""	医疗与健康	49 万	""	""	""	""	""	""	""	""	""	""	""	""	12
178	www.suprent-us.com	https://www.facebook.com/suprentinfo	1	Facebook	SUPRENT	邮箱	""	""	support@suprent.com	""	""	八橙科技（广州）有限公司	""	美容、美妆与个人护理	1.9万	八橙科技（广州）有限公司	91440106MA59DYL871	卢祥	科学研究和技术服务业	研究和试验发展	广东省	广州市	天河区	广州市天河区高唐路229号-(部位:802房)(仅限办公)	1000.0	2016-07-22	8-oranges.com	12
1	www.hexgaming.com	https://www.facebook.com/hexcontroller/about	1	Facebook	HexGaming	邮箱	""	""	service@hexgaming.com	""	""	""	"""Awlsbury Circle, FullertonCA 92833, United States"""	电子游戏	2432	""	""	""	""	""	""	""	""	""	""	""	""	12
223	houseart.uk	https://houseart.uk/pages/contact-us	1	官方网站	Houseart.uk	邮箱	""	""	support@houseart.uk	""	""	""	""	产品/服务	29	""	""	""	""	""	""	""	""	""	""	""	""	14
4	www.firmabs.com	https://www.facebook.com/firmabsofficial/	1	Facebook	FIRM ABS	固话	""	86-075586702734	""	""	""	马甲线（深圳）服饰有限公司	"""No. 3369, Binhai Avenue, Haizhu Community, Yuehai Street, Nanshan District, Shenzhen Guangdong, 518000, China (not a return address)"""	服装（品牌）	6.3万	马甲线（深圳）服饰有限公司	91440300MA5FTXTC02	周星彤	批发和零售业	零售业	广东省	深圳市	南山区	深圳市南山区桃源街道平山社区丽山路65号平山民企科技园3栋401	100.0	2019-09-25	firmabs.com.cn	20
43	www.jolilis.com	https://www.facebook.com/JolilisFashion/	1	Facebook	Jolilis	邮箱	""	""	service@jolilis.com	""	""	""	""	服装（品牌）	7796	""	""	""	""	""	""	""	""	""	""	""	""	12
73	www.iplayilearntoys.com	https://www.facebook.com/iPlayiLearnEducationalToys/	1	Facebook	"""iPlay, iLearn """	邮箱	""	""	contact@iplay-ilearn.com	""	""	""	225 S 6th St STE 3900	游戏/玩具	1.4 万	""	""	""	""	""	""	""	""	""	""	""	""	12
8	www.luojewelry.com	https://www.facebook.com/luojewelery/	1	Facebook	Luo Jewelry	邮箱	""	""	support@luojewelry.com	""	""	""	""	珠宝/手表	5295	""	""	""	""	""	""	""	""	""	""	""	""	12
10	www.miersports.com	https://www.facebook.com/MIER2008/	1	Facebook	MIER	固话	""	86-05922638050	""	""	""	""	""	户外与体育用品公司	497	""	""	""	""	""	""	""	""	""	""	""	""	20
101	dinolize.com	""	1	工商匹配	""	手机	86-15853359011	""	""	高管	赵	""	""	""	""	青岛煜佳烨成商贸有限公司	91370214MA3N3MPRXU	丁军	批发和零售业	批发业	山东省	青岛市	城阳区	山东省青岛市城阳区惜福镇街道百福路42号	50.0	2018-05-09	""	2
212	www.vertu.cn	https://www.facebook.com/Vertu/	1	Facebook	Vertu	固话	""	44191743	""	""	""	""	"""10th 25 St Thomas Street, Winchester, Hampshire, United Kingdom, Alton, United Kingdom"""	公司	22 万	""	""	""	""	""	""	""	""	""	""	""	""	20
123	www.ktvlights.com	""	1	工商匹配	""	手机	86-19951988217	""	""	""	王	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	8
141	metalkitor.com	https://metalkitor.com/pages/about-missing-parts	1	官方网站	metalkitor	邮箱	""	""	sales@metalkitor.com	""	""	""	美国纽约州纽约 · 美国加利福尼亚州爾灣 · 美国加利福尼亚州洛杉矶	手工艺	7448	""	""	""	""	""	""	""	""	""	""	""	""	14
229	gosixmoon.com	https://www.facebook.com/profile.php?id=100083601452506&paipv=0&eav=AfZQkoS9MRb1fSKP_PZAO7dEBXGD2q05fUeQUpDtghYjJ4-bQ-MvuEvri1QBFlP7tXI	1	Facebook	Gosixmoon	手机	86-13142049755	""	""	""	""	""	"""Liujiayuan Village, Zhuhai Sub-district Office, Huangdao District, Qingdao, Shandong, China"""	家居用品	923	""	""	""	""	""	""	""	""	""	""	""	""	4
72	jonxifon.com	""	1	工商匹配	""	手机	86-17775243876	""	""	""	""	""	""	""	""	滁州凯尔福电子商务有限公司	91341124MA2TEP9GX5	曹伟枫	批发和零售业	零售业	安徽省	滁州市	全椒县	安徽省滁州市全椒县襄河镇椒陵大道168号颐高新天地乐淘城电商展示中心202号商铺	10.0	2019-01-23	""	8
158	yamasoro.co	https://yamasoro.co	1	官方网站	YAMASORO	邮箱	""	""	customerservice@yamasoro.co	""	""	BEST CHAIR CHOICE INC；	228PARK AVES 45956 NEW YORK，NY，US 10003；	零售购物	104	""	""	""	""	""	""	""	""	""	""	""	""	14
198	www.aideepen.com	https://www.facebook.com/Aideepen/?locale=zh_CN	1	Facebook	Aideepen	邮箱	""	""	sales@aideepen.com	""	""	""	""	电子产品店	119	""	""	""	""	""	""	""	""	""	""	""	""	12
72	jonxifon.com	""	1	工商匹配	""	邮箱	""	""	17775243876@qq.com	""	""	""	""	""	""	滁州凯尔福电子商务有限公司	91341124MA2TEP9GX5	曹伟枫	批发和零售业	零售业	安徽省	滁州市	全椒县	安徽省滁州市全椒县襄河镇椒陵大道168号颐高新天地乐淘城电商展示中心202号商铺	10.0	2019-01-23	""	16
107	www.statuegift.com	https://www.facebook.com/statuegift/	1	Facebook	Statuegift	手机	86-13515613863	""	""	""	""	""	""	零售购物	71	""	""	""	""	""	""	""	""	""	""	""	""	4
248	au.sannce.com	https://www.facebook.com/sannce.us/?locale=ur_PK	1	Facebook	Sannce	手机	18337170187	""	""	""	""	""	"""Shenzhen Kean Digital Co., Ltd. Room 1001, Rujun Mansion, No. 105, Center Rd, Maantang Community, Bantian Subdistrict, Longgang District, , China · 广东 · 深圳"""	电子产品	"""5,926"""	""	""	""	""	""	""	""	""	""	""	""	""	4
123	www.ktvlights.com	""	1	工商匹配	""	邮箱	""	""	13851738559@139.com	法人	马	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	9
4	www.firmabs.com	""	1	工商匹配	""	邮箱	""	""	44231110@qq.com	""	""	""	""	""	""	马甲线（深圳）服饰有限公司	91440300MA5FTXTC02	周星彤	批发和零售业	零售业	广东省	深圳市	南山区	深圳市南山区桃源街道平山社区丽山路65号平山民企科技园3栋401	100.0	2019-09-25	firmabs.com.cn	16
101	dinolize.com	""	1	工商匹配	""	邮箱	""	""	levelcw@126.com	法人	丁	""	""	""	""	青岛煜佳烨成商贸有限公司	91370214MA3N3MPRXU	丁军	批发和零售业	批发业	山东省	青岛市	城阳区	山东省青岛市城阳区惜福镇街道百福路42号	50.0	2018-05-09	""	9
141	metalkitor.com	https://metalkitor.com/pages/about-missing-parts	1	官方网站	metalkitor	邮箱	""	""	teamservice@metalkitor.com	""	""	""	美国纽约州纽约 · 美国加利福尼亚州爾灣 · 美国加利福尼亚州洛杉矶	手工艺	7448	""	""	""	""	""	""	""	""	""	""	""	""	14
123	www.ktvlights.com	""	1	工商匹配	""	邮箱	""	""	272090208@qq.com	""	""	""	""	""	""	南京迈席森文化传播有限公司	91320111339389860D	马进	文化、体育和娱乐业	文化艺术业	江苏省	南京市	浦口区	南京市浦口区江浦街道凤凰大街10号-1212	1000.0	2015-07-10	""	16
25	www.tonyatoys.com	https://www.facebook.com/tonyatoysprops/	1	Facebook	Tonya Toys - props for newborns	邮箱	""	""	tonya-yalta@ya.ru	""	""	""	""	艺术家	100	""	""	""	""	""	""	""	""	""	""	""	""	12
166	www.rainso.com	https://www.facebook.com/rainsomagneticjewelry/	1	Facebook	Rainso Online Store	手机	16268160863	""	""	""	""	""	""	珠宝批发商	229	""	""	""	""	""	""	""	""	""	""	""	""	4
2	nevstudio.com	""	1	工商匹配	""	邮箱	""	""	3281907974@qq.com	""	""	""	""	""	""	深圳市帝迩科技有限公司	91440300MA5DE04Q24	朱梅花	批发和零售业	批发业	广东省	深圳市	龙岗区	深圳市龙岗区吉华街道甘坑社区甘李二路9号金苹果创新园厂房A1701	100.0	2016-06-03	""	16
117	www.urcoolest.com	https://www.facebook.com/urcoolestcom/	1	Facebook	Urcoolest.com	邮箱	""	""	urcoolest01@gmail.com	""	""	""	"""4878 Perth St, Denver, CO, United States, Colorado"""	电子商务网站	4517	""	""	""	""	""	""	""	""	""	""	""	""	12
235	amalgamcollection.cn	https://www.facebook.com/AmalgamCollection/	1	Facebook	Amalgam Collection	邮箱	""	""	enquiries@amalgam.com	""	""	""	"""The Power House, Romney Avenue, Bristol, United Kingdom"""	收藏品商店	2.5 万	""	""	""	""	""	""	""	""	""	""	""	""	12
77	www.eigshowbeauty.com	https://www.facebook.com/makeupbrushlovers/	1	Facebook	eigshowbeauty	邮箱	""	""	eigshowbeauty@hotmail.com	""	""	""	""	保健/美容	74	""	""	""	""	""	""	""	""	""	""	""	""	12
232	vegamour.cn	https://vegamour.cn/policies/terms-of-service	1	官方网站	VEGAMOUR CN	邮箱	""	""	support.cn@vegamour.com	""	""	""	"""Budapest, Hungary"""	食品与饮料公司	217	""	""	""	""	""	""	""	""	""	""	""	""	14
144	pullnscoop.com	https://pullnscoop.com/pages/contact-1；https://www.facebook.com/PullNScoopLitterBox/	2	官方网站；Facebook	Pullnscoop；Pullnscoop-us	邮箱	""	""	support@pullnscoop.com	""	""	""	2nd Floor, Building D, No.15 Sanlian Rd., LJ, SD District, China.；"14519 US HWY 19 , Hudson, FL, United States, Florida"	宠物用品	534	""	""	""	""	""	""	""	""	""	""	""	""	12
184	starpony.com	https://starpony.com/pages/contacts-us	1	官方网站	Starpony	邮箱	""	""	info@starpony.com	""	""	""	""	戏/玩具	22	""	""	""	""	""	""	""	""	""	""	""	""	14
69	www.intoyoucosmetics.com	https://www.facebook.com/intoyoucosmetics/	1	Facebook	Into You	邮箱	""	""	support@intoyoucosmetics.com	""	""	""	""	美容、美妆与个人护理	1.4 万	""	""	""	""	""	""	""	""	""	""	""	""	12
57	www.cuteeeshop.net	https://www.facebook.com/Cuteeeshopshop/	1	Facebook	Cuteeeshop	固话	""	07845994717	""	""	""	""	""	玩具店	1.4 万	""	""	""	""	""	""	""	""	""	""	""	""	20
200	www.zetazs.com	https://www.facebook.com/zetasclub	1	Facebook	Zetazs 	邮箱	""	""	info@zetazs.com	""	""	""	""	电子产品	1027	""	""	""	""	""	""	""	""	""	""	""	""	12
266	tr.sinocare.com	https://www.facebook.com/SinocareOfficial/	1	Facebook	Sinocare	邮箱	""	""	help@sinocare.com	""	""	""	""	医疗与健康	49万	""	""	""	""	""	""	""	""	""	""	""	""	12
254	cn-shoprichboys.glopalstore.com	https://cn-shoprichboys.glopalstore.com/pages/contact-us	1	官方网站	富家子弟	邮箱	""	""	shoprichboys@gmail.com	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	14
101	dinolize.com	""	1	工商匹配	""	手机	86-13505334222	""	""	法人	丁	""	""	""	""	青岛煜佳烨成商贸有限公司	91370214MA3N3MPRXU	丁军	批发和零售业	批发业	山东省	青岛市	城阳区	山东省青岛市城阳区惜福镇街道百福路42号	50.0	2018-05-09	""	1
44	addlonlighting.com	https://addlonlighting.com/pages/contact-us	1	官方网站	Addlon	邮箱	""	""	support@addlonlighting.com	""	""	""	"""Ningbo Binlin Electronic Commerce Co., Ltd."""	灯具店	3.7万	""	""	""	""	""	""	""	""	""	""	""	""	14
220	www.rosepromdress.com	https://www.facebook.com/rosepromdress	1	Facebook	Lovegowns	邮箱	""	""	service@rosepromdress.com	""	""	""	""	服装（品牌）	20 万	""	""	""	""	""	""	""	""	""	""	""	""	12
222	dreamlight.tech	https://dreamlight.tech/pages/business-page	1	官方网站	Dreamlight	邮箱	""	""	hello@dreamlight.tech	""	""	""	Dreamlight, Inc. 17583 Railroad St. City of Industry, CA 91748；	保健/美容	25	""	""	""	""	""	""	""	""	""	""	""	""	14
243	cn-dottydungarees.glopalstore.com	https://cn-dottydungarees.glopalstore.com/policies/terms-of-service	1	官方网站	多蒂工装裤有限公司	邮箱	""	""	hello@dottydungarees.com	""	""	""	""	服装（品牌）	1.5 万	""	""	""	""	""	""	""	""	""	""	""	""	14
265	de.glassdippen.com	https://www.facebook.com/glassdippen	1	Facebook	HoneyGlass	固话	""	066897743677	""	""	""	""	"""Bangkok, Thailand, Bangkok"""	产品/服务	"""1,894"""	""	""	""	""	""	""	""	""	""	""	""	""	20
126	www.outisan.com	https://www.facebook.com/OutisanGlobal	1	Facebook	Outisan Global	邮箱	""	""	support@outisan.com	""	""	""	""	户外装备店	170	""	""	""	""	""	""	""	""	""	""	""	""	12
195	kxkshop.com	https://kxkshop.com/pages/contact-us	1	官方网站	KXKSHOP	邮箱	""	""	support@kxkshop.com	""	""	""	UNIT 917B, 9/F., TOWER A, NEW MANDARIN PLAZA,NO.14 SCIENCE MUSEUM ROAD, TSIMSHATSUI, KOWLOON, Hong Kong(This is not a returning address)；	运动队	58	""	""	""	""	""	""	""	""	""	""	""	""	14
236	www.onpetslife.com	https://www.facebook.com/onpetslife	1	Facebook	On Pets Life	邮箱	""	""	onpetslife@gmail.com	""	""	""	"""Sheridan, WY, United States, Wyoming"""	宠物用品	"""1,263"""	""	""	""	""	""	""	""	""	""	""	""	""	12
